<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200226,000000,54.4100000,54.7800000,52.3900000,52.8600000,211562
20200227,000000,52.5400000,52.6500000,50.4000000,50.9500000,234562
20200228,000000,51.0800000,51.1400000,48.9400000,50.0900000,245414
20200301,000000,48.9500000,49.5100000,48.4000000,49.3700000,5195
20200302,000000,49.3900000,53.2000000,49.3200000,53.0600000,232860
20200303,000000,53.4700000,53.8700000,51.2200000,51.6000000,185851
20200304,000000,52.1100000,53.0300000,51.0400000,51.5100000,201074
20200305,000000,51.6600000,52.0400000,49.7000000,50.1800000,217736
20200306,000000,50.2500000,50.4500000,45.1800000,45.5000000,339322
20200308,000000,38.2800000,38.3400000,31.0200000,35.7300000,67691
20200309,000000,35.7200000,37.4100000,31.2700000,33.4200000,331598
20200310,000000,35.8400000,38.2200000,35.0000000,37.7800000,255422
20200311,000000,37.2700000,39.7000000,35.3600000,35.8400000,187183
20200312,000000,35.9900000,36.4600000,32.5000000,32.7600000,184776
20200313,000000,32.8500000,36.1300000,32.5000000,34.9700000,141645
20200315,000000,35.8200000,35.8400000,31.6300000,32.2400000,13014
20200316,000000,32.2400000,33.2800000,29.4500000,29.8400000,171216
20200317,000000,30.1400000,31.2500000,28.5000000,28.8500000,138508
20200318,000000,28.4000000,29.2100000,24.5200000,26.4200000,149635
20200319,000000,27.1900000,29.4200000,24.9600000,28.1000000,158107
20200320,000000,28.1000000,30.9400000,26.8100000,27.2100000,155058
20200322,000000,26.7500000,26.7500000,24.6800000,25.2900000,5180
20200323,000000,25.2900000,27.5400000,25.1200000,27.5200000,102569
20200324,000000,27.7200000,28.6500000,26.6900000,27.7100000,91110
20200325,000000,27.8000000,30.0500000,25.6800000,30.0500000,74492
20200326,000000,29.8200000,30.1900000,28.3400000,29.3100000,128667
20200327,000000,29.0600000,29.3300000,27.1800000,28.2500000,154247
20200329,000000,23.8500000,24.4400000,23.0300000,23.4800000,672
20200330,000000,23.5000000,26.4900000,21.6500000,26.4500000,22881
20200331,000000,26.4200000,27.9100000,25.6900000,25.9200000,188863
20200401,000000,25.9900000,26.2800000,24.5600000,25.6000000,193766
20200402,000000,25.6100000,35.7700000,25.4500000,29.6900000,268397
20200403,000000,29.8900000,35.0000000,28.2500000,34.6500000,366378
20200405,000000,31.7600000,32.2600000,30.0300000,31.8100000,7410
20200406,000000,31.8400000,34.2400000,31.6700000,33.2700000,174098
20200407,000000,33.6600000,34.1800000,31.7400000,32.4000000,173941
20200408,000000,32.6300000,33.8400000,31.5400000,33.6400000,192695
20200409,000000,33.8200000,36.3900000,31.2200000,32.0300000,270062
20200412,000000,33.9900000,33.9900000,31.1100000,31.4100000,6583
20200413,000000,31.4100000,33.2500000,30.6300000,31.8600000,121203
20200414,000000,32.2500000,32.3200000,29.3800000,30.0900000,166174
20200415,000000,30.2600000,30.3300000,27.1600000,28.0000000,175743
20200416,000000,28.0500000,29.0000000,27.2000000,28.5000000,161376
20200417,000000,28.6600000,28.9300000,27.5800000,28.2500000,166972
20200419,000000,28.0500000,28.1800000,27.7000000,27.9000000,1074
20200420,000000,27.8800000,28.2500000,25.3700000,26.1300000,237868
20200421,000000,26.3300000,26.5000000,17.5100000,19.5000000,419669
20200422,000000,20.2300000,22.4500000,15.9800000,20.8800000,222119
20200423,000000,20.8900000,23.2200000,20.0700000,21.6300000,142366
20200424,000000,21.9300000,22.7000000,20.5000000,21.8000000,100976
20200426,000000,24.8700000,25.0100000,24.5700000,24.8300000,1146
20200427,000000,24.8600000,25.1200000,22.5000000,23.0000000,148907
20200428,000000,22.8200000,23.7900000,21.9200000,23.1600000,186454
20200429,000000,22.9300000,25.2300000,22.7300000,24.4000000,196522
20200430,000000,24.5300000,27.0000000,24.4100000,26.6600000,233834
20200501,000000,26.9500000,27.8800000,25.7600000,26.6000000,133649
20200503,000000,26.1000000,26.3300000,25.6100000,25.8300000,1363
20200504,000000,25.8500000,28.0800000,25.5000000,27.9700000,145701
20200505,000000,28.1000000,32.0600000,27.7700000,31.9800000,184559
20200506,000000,32.2700000,32.2700000,28.6600000,29.8400000,198577
20200507,000000,29.6400000,31.8400000,29.0800000,29.3700000,169628
20200508,000000,29.6000000,31.1400000,29.4300000,30.8600000,97706
20200510,000000,30.7000000,30.7500000,30.4500000,30.6200000,1392
20200511,000000,30.6500000,31.4700000,29.3500000,30.1800000,168610
20200512,000000,30.0700000,30.7000000,29.3500000,29.4700000,106061
20200513,000000,29.3500000,30.5500000,28.8600000,29.5000000,148292
20200514,000000,29.5200000,31.5500000,28.8800000,31.4500000,140969
20200515,000000,31.5200000,32.9100000,30.9400000,32.7400000,138637
20200517,000000,32.7800000,33.4900000,32.6900000,33.3400000,989
20200518,000000,33.3500000,35.7200000,33.3000000,35.5700000,156532
20200519,000000,35.6600000,35.7600000,34.2000000,34.5500000,116349
20200520,000000,34.4500000,36.4600000,34.3800000,35.8400000,120022
20200521,000000,35.8200000,36.9800000,35.7500000,35.9500000,106554
20200522,000000,36.1800000,36.2300000,33.5400000,35.1200000,110189
20200524,000000,34.9800000,35.1600000,34.4600000,34.7300000,755
20200525,000000,34.7200000,35.9700000,34.5000000,35.5800000,21145
20200526,000000,36.3000000,37.2400000,35.8300000,36.6600000,94510
20200527,000000,36.4900000,36.7100000,34.7000000,35.0100000,133386
20200528,000000,34.6300000,36.6300000,34.3500000,36.1900000,151755
20200529,000000,36.0300000,38.1700000,34.8400000,37.6100000,161078
20200531,000000,37.5600000,38.3100000,37.3300000,37.9800000,1759
20200601,000000,37.9900000,38.6800000,37.1800000,38.6100000,138761
20200602,000000,38.3400000,39.7500000,38.2600000,39.5800000,136908
20200603,000000,39.7500000,40.5300000,38.7600000,39.4500000,175830
20200604,000000,39.6000000,40.1000000,39.0400000,39.8900000,111320
20200605,000000,39.8400000,42.4800000,39.7200000,42.0700000,164821
20200607,000000,42.4000000,43.0300000,42.2500000,43.0300000,3902
20200608,000000,43.0000000,43.4100000,40.6800000,40.8000000,158081
20200609,000000,41.1000000,41.4500000,39.8500000,40.8700000,139450
20200610,000000,40.7200000,41.9900000,40.1400000,41.3600000,138653
20200611,000000,40.9500000,41.0100000,37.8200000,38.3300000,195357
20200612,000000,37.8800000,39.4500000,37.0100000,39.0400000,151828
20200614,000000,38.8000000,38.8000000,38.0500000,38.3200000,2192
20200615,000000,38.3200000,39.9000000,37.2400000,39.8900000,143439
20200616,000000,39.9400000,41.6500000,38.9500000,40.7400000,169295
20200617,000000,40.6100000,41.4600000,40.0300000,40.5400000,113705
20200618,000000,40.4300000,41.6400000,40.0600000,41.4300000,104758
20200619,000000,41.7200000,42.9200000,41.0300000,41.9200000,134216
20200621,000000,41.7400000,42.3400000,41.5800000,42.2100000,1331
20200622,000000,42.2300000,43.1800000,41.8200000,43.0200000,89791
20200623,000000,43.2100000,43.9300000,42.2100000,42.4000000,98234
20200624,000000,42.4500000,42.8900000,39.6300000,40.3200000,107416
20200625,000000,40.3500000,41.6400000,39.4700000,41.4000000,92625
20200626,000000,41.4400000,41.8100000,40.2800000,40.6400000,97700
20200628,000000,40.5000000,40.5600000,40.2500000,40.4500000,1273
20200629,000000,40.4300000,42.0000000,40.0100000,41.8500000,132677
20200630,000000,41.7700000,41.9800000,40.9900000,41.6300000,151526
20200701,000000,41.5800000,42.6200000,41.0300000,42.0900000,162821
20200702,000000,41.8400000,43.2300000,41.7300000,42.9200000,136587
20200703,000000,42.7600000,42.9900000,42.3200000,42.7800000,58913
20200705,000000,42.7900000,43.1000000,42.7400000,43.0500000,777
20200706,000000,43.0600000,43.7100000,42.7400000,43.1200000,120757
20200707,000000,43.1300000,43.4500000,42.4600000,43.0100000,112893
20200708,000000,42.8100000,43.4700000,42.7500000,43.3700000,104182
20200709,000000,43.3000000,43.5000000,41.9400000,42.3500000,142120
20200710,000000,42.3600000,43.4200000,41.3200000,43.1700000,130937
20200712,000000,43.1200000,43.2100000,42.7000000,43.0400000,1771
20200713,000000,43.0500000,43.3400000,42.1400000,42.2100000,114285
20200714,000000,42.2400000,43.2200000,41.8000000,43.1100000,142594
20200715,000000,43.1100000,43.8500000,42.7000000,43.6400000,146228
20200716,000000,43.7100000,43.8000000,43.1400000,43.4000000,90338
20200717,000000,43.4000000,43.4500000,42.6400000,43.1000000,99868
20200719,000000,43.0800000,43.1500000,42.9900000,43.1000000,265
20200720,000000,43.1100000,43.4500000,42.3600000,43.1800000,106041
20200721,000000,43.1700000,44.8900000,43.1600000,43.9600000,137099
20200722,000000,44.0300000,44.4000000,43.6200000,44.2800000,110862
20200723,000000,44.1000000,44.7700000,43.1300000,43.3400000,114783
20200724,000000,43.2700000,43.9000000,42.7900000,43.4200000,95286
20200726,000000,43.8000000,43.8500000,43.4300000,43.4500000,789
20200727,000000,43.4300000,44.2000000,42.9300000,43.9500000,102536
20200728,000000,44.0300000,44.3400000,43.4000000,43.6500000,76336
20200729,000000,43.6900000,44.2900000,43.5600000,44.1000000,96136
20200730,000000,44.0200000,44.2200000,41.7200000,43.6000000,215357
20200731,000000,43.6800000,43.7900000,42.9200000,43.7100000,124651
20200802,000000,43.5300000,43.6900000,43.3800000,43.4000000,569
20200803,000000,43.4000000,44.4600000,42.8900000,43.8800000,138167
20200804,000000,43.8400000,44.8200000,43.2400000,44.3600000,151739
20200805,000000,44.2800000,46.2300000,44.2400000,45.3300000,179312
20200806,000000,45.3200000,45.7100000,44.8500000,45.1200000,117226
20200807,000000,45.1500000,45.3000000,44.2700000,44.6900000,117208
20200809,000000,44.6600000,44.8100000,44.3700000,44.6500000,681
20200810,000000,44.6500000,45.2600000,44.5800000,44.9600000,87491
20200811,000000,45.0500000,45.7900000,44.3900000,44.5400000,116327
20200812,000000,44.6200000,45.6300000,44.4900000,45.3200000,96279
20200813,000000,45.3200000,45.5800000,44.8200000,45.1200000,83956
20200814,000000,45.2900000,45.2900000,44.4700000,44.9500000,97667
20200816,000000,44.8600000,45.1700000,44.7700000,45.0800000,1038
20200817,000000,45.0800000,45.4100000,44.5300000,45.3100000,99241
20200818,000000,45.2700000,45.5500000,44.7600000,45.0100000,113706
20200819,000000,45.1700000,45.4800000,44.8100000,45.2100000,99159
20200820,000000,45.1400000,45.1800000,44.0200000,44.8500000,143731
20200821,000000,45.0300000,45.0800000,43.5900000,44.2600000,127931
20200823,000000,44.5000000,44.6900000,44.3000000,44.4500000,1703
20200824,000000,44.4500000,45.1800000,44.2900000,45.0500000,96026
20200825,000000,45.1200000,46.5000000,45.0800000,46.5000000,89677
20200826,000000,46.4000000,46.5400000,46.0200000,46.2900000,104036
20200827,000000,46.1900000,46.3300000,45.0500000,45.6500000,143313
20200828,000000,45.6300000,45.9400000,45.3300000,45.9400000,136134
20200830,000000,45.8000000,45.9300000,45.8000000,45.9300000,178
20200831,000000,45.9200000,46.5300000,45.2100000,45.5700000,122737
20200901,000000,45.6000000,46.2200000,45.4700000,45.7700000,124080
20200902,000000,45.8300000,46.0500000,44.2000000,44.3900000,190224
20200903,000000,44.6500000,44.6500000,43.1500000,44.0000000,203419
20200904,000000,43.7600000,44.5400000,42.3000000,42.3500000,200020
20200906,000000,42.2000000,42.3300000,41.5100000,41.8200000,3407
20200907,000000,41.8000000,42.4300000,41.6400000,42.0500000,87736
20200908,000000,42.0800000,42.2300000,39.3100000,39.7800000,263657
20200909,000000,39.6500000,41.2000000,39.3700000,40.6200000,179634
20200910,000000,40.5800000,40.9600000,39.7100000,39.7200000,117381
20200911,000000,39.9600000,40.3400000,39.3800000,39.9200000,114897
20200913,000000,39.7800000,39.9400000,39.4600000,39.6900000,2162
20200914,000000,39.7000000,40.0900000,39.3000000,39.6900000,103972
20200915,000000,39.7000000,40.8200000,39.3900000,40.6800000,121005
20200916,000000,40.7200000,42.4400000,40.5900000,42.3300000,154487
20200917,000000,42.3200000,43.5000000,41.5000000,43.2600000,155038
20200918,000000,43.2200000,43.8000000,42.5300000,43.0400000,130059
20200920,000000,43.0100000,43.0500000,42.6800000,42.8100000,888
20200921,000000,42.8300000,43.3000000,40.9600000,41.6900000,149528
20200922,000000,41.7900000,42.2000000,41.2100000,41.8000000,115304
20200923,000000,41.6700000,42.6200000,41.2100000,41.5100000,104870
20200924,000000,41.3600000,42.0200000,41.2700000,41.7700000,79540
20200925,000000,41.8500000,42.3800000,41.5200000,42.2600000,58462
20200927,000000,42.2100000,42.4400000,42.2100000,42.4400000,398
20200928,000000,42.4400000,43.0300000,41.9500000,42.9400000,118357
20200929,000000,42.9100000,42.9700000,40.8400000,41.3700000,188331
20200930,000000,41.3600000,42.4900000,40.8200000,42.1200000,194086
20201001,000000,42.1700000,42.5600000,39.9200000,40.7100000,226026
20201002,000000,40.6500000,40.7700000,38.7900000,38.9000000,236216
20201004,000000,39.1900000,39.4000000,39.1400000,39.3500000,1753
20201005,000000,39.3500000,41.7800000,39.2900000,41.5300000,182004
20201006,000000,41.4100000,42.8400000,41.2200000,41.8600000,181702
20201007,000000,41.8500000,42.4200000,41.3600000,42.1500000,139345
20201008,000000,42.1500000,43.4700000,41.8600000,43.4500000,155857
20201009,000000,43.3600000,43.5700000,42.6100000,42.8200000,141128
20201011,000000,42.6000000,42.7100000,42.5000000,42.5400000,1879
20201012,000000,42.5400000,42.6100000,41.3600000,41.8100000,136186
20201013,000000,41.8100000,42.6800000,41.6600000,42.4700000,133058
20201014,000000,42.4300000,43.4500000,42.1300000,43.4400000,157610
20201015,000000,43.4500000,43.4800000,41.5600000,43.0000000,194356
20201016,000000,43.1000000,43.2100000,42.2700000,42.8500000,123819
20201018,000000,42.6900000,43.1300000,42.6900000,43.0100000,806
20201019,000000,43.0000000,43.2300000,42.3600000,42.4600000,121039
20201020,000000,42.4500000,43.3000000,42.1900000,42.8000000,147982
20201021,000000,42.9100000,43.0400000,41.4500000,41.7100000,165903
20201022,000000,41.5900000,42.7900000,41.4600000,42.4400000,132522
20201023,000000,42.4000000,42.8000000,41.5000000,41.5900000,105848
20201025,000000,41.8300000,41.9200000,41.2100000,41.4600000,2741
20201026,000000,41.4700000,41.6600000,40.5900000,40.8100000,120325
20201027,000000,40.8300000,41.8800000,40.7900000,41.1000000,108148
20201028,000000,41.0400000,41.1100000,39.2300000,39.5400000,220462
20201029,000000,39.7100000,39.9700000,37.2600000,38.1100000,275653
20201030,000000,38.2200000,38.7100000,37.4000000,37.8600000,209890
20201101,000000,37.3700000,37.3700000,35.7400000,36.1600000,12648
20201102,000000,36.1700000,39.3600000,36.0400000,39.2400000,203632
20201103,000000,39.2600000,40.4500000,38.6500000,40.1600000,178891
20201104,000000,40.1300000,41.3300000,39.4200000,41.2000000,173059
20201105,000000,40.9600000,41.5300000,40.3300000,40.8000000,135610
20201106,000000,40.6300000,40.6900000,39.3400000,39.6000000,166268
20201108,000000,39.6500000,40.1600000,39.4600000,40.0400000,957
20201109,000000,40.0700000,43.4800000,39.9500000,42.0200000,185140
20201110,000000,41.7500000,44.1100000,41.7100000,44.0500000,170229
20201111,000000,43.7700000,45.3000000,43.6000000,43.7700000,200125
20201112,000000,43.7300000,44.5000000,43.2600000,43.2700000,165339
20201113,000000,43.2000000,43.3400000,42.6300000,42.6300000,131178
20201115,000000,42.7100000,43.0600000,42.7100000,43.0300000,737
20201116,000000,43.0300000,44.6700000,42.9800000,43.8900000,155339
20201117,000000,43.8900000,44.2500000,43.0800000,43.7800000,130931
20201118,000000,43.7500000,44.8900000,43.4800000,44.1300000,147721
20201119,000000,43.9600000,44.5700000,43.7900000,44.1700000,116508
20201120,000000,44.1500000,45.2400000,44.0500000,45.2400000,120020
20201122,000000,45.0800000,45.2300000,45.0600000,45.1300000,475
20201123,000000,45.1100000,46.5600000,44.8900000,46.4500000,130944
20201124,000000,46.4700000,48.6000000,45.8900000,48.2500000,143460
20201125,000000,48.2500000,49.0600000,47.7200000,48.8100000,124572
20201126,000000,48.8000000,49.0000000,47.4900000,47.8500000,92858
20201127,000000,47.8500000,48.4600000,47.3400000,48.3000000,115137
20201129,000000,47.9800000,48.1000000,47.5100000,47.8100000,5407
20201130,000000,47.8200000,48.2900000,47.0700000,47.6100000,195971
20201201,000000,47.6200000,48.3000000,46.8400000,47.0300000,174020
20201202,000000,47.0300000,48.7600000,46.8200000,48.1200000,197762
20201203,000000,48.1200000,49.5600000,47.6700000,49.4500000,179651
20201204,000000,49.4900000,49.9200000,48.8400000,49.0300000,163759
20201206,000000,49.1000000,49.2500000,48.8600000,49.0600000,1741
20201207,000000,49.0600000,49.4300000,48.3900000,48.4200000,122723
20201208,000000,48.4300000,49.0000000,48.0900000,48.6500000,130273
20201209,000000,48.6600000,49.5500000,48.4000000,49.0100000,173825
20201210,000000,49.0000000,51.0600000,48.8600000,50.1800000,184923
20201211,000000,50.1800000,50.7400000,49.7400000,50.0700000,132056
20201213,000000,49.9600000,50.3000000,49.8100000,50.0800000,2113
20201214,000000,50.2800000,50.8000000,49.1300000,49.8900000,150461
20201215,000000,49.8700000,50.8900000,49.7800000,50.6200000,117814
20201216,000000,50.6200000,51.6500000,50.3400000,51.5000000,128755
20201217,000000,51.5100000,51.9000000,51.0800000,51.3800000,113808
20201218,000000,51.3800000,52.4800000,51.1300000,52.3700000,127382
20201220,000000,52.3400000,52.3400000,50.3600000,51.6000000,17143
20201221,000000,51.5700000,51.5900000,49.2100000,50.7000000,147113
20201222,000000,50.6900000,50.8600000,49.3500000,49.3800000,102679
20201223,000000,49.3900000,51.7800000,49.2000000,51.6800000,110632
20201224,000000,51.6700000,51.7700000,50.6200000,51.3000000,58197
20201227,000000,51.3200000,51.3700000,50.5900000,50.9700000,8242
20201228,000000,50.9700000,52.0500000,50.8100000,51.1200000,85132
20201229,000000,51.1200000,51.6900000,50.9600000,51.4100000,100734
20201230,000000,51.4000000,51.9200000,50.9400000,51.5600000,154269
20201231,000000,51.5500000,51.8400000,50.9000000,51.7200000,88731
20210103,000000,51.5000000,51.8200000,51.3800000,51.7400000,2176
20210104,000000,51.7400000,53.3300000,50.5600000,50.6700000,265285
20210105,000000,50.9500000,53.9000000,50.7000000,53.5700000,296062
20210106,000000,53.5200000,54.7300000,53.0200000,54.1500000,231283
20210107,000000,54.1300000,54.9000000,53.9400000,54.5200000,144086
20210108,000000,54.5600000,56.3600000,54.3400000,56.3600000,192380
20210110,000000,56.2400000,56.3900000,55.8800000,55.8900000,1482
20210111,000000,55.9100000,56.0100000,54.9900000,55.6200000,157216
20210112,000000,55.6600000,56.7900000,55.5100000,56.7800000,165314
20210113,000000,56.8300000,57.4200000,55.7700000,55.9100000,168698
20210114,000000,55.9300000,56.5700000,55.2400000,56.4600000,145705
20210115,000000,56.4100000,56.5000000,54.6400000,55.0000000,182592
20210117,000000,54.7500000,55.0700000,54.7500000,54.8900000,927
20210118,000000,54.9100000,55.2100000,54.4900000,54.7900000,78208
20210119,000000,55.0100000,56.0800000,54.8900000,55.9300000,144672
20210120,000000,56.0700000,56.6400000,55.6600000,55.6900000,144678
20210121,000000,55.8200000,56.2400000,55.4900000,56.1700000,109025
20210122,000000,56.0000000,56.0300000,54.4800000,55.2100000,164957
20210124,000000,55.2600000,55.4700000,55.1500000,55.4000000,1753
20210125,000000,55.3800000,56.0200000,55.0700000,55.9100000,109175
20210126,000000,55.9300000,56.3400000,55.3900000,55.8700000,85113
20210127,000000,55.8400000,56.1900000,54.9400000,55.3000000,164586
20210128,000000,55.1800000,56.2200000,54.9100000,55.0300000,187567
20210129,000000,55.0400000,56.0200000,54.9000000,55.1000000,197528
20210131,000000,54.9100000,55.0300000,54.6000000,54.9100000,3372
20210201,000000,54.9100000,56.5300000,54.8100000,56.2100000,186362
20210202,000000,56.3500000,58.0500000,56.3300000,57.8200000,196174
20210203,000000,57.8500000,58.9400000,57.5000000,58.6700000,174328
20210204,000000,58.5900000,59.1200000,58.0400000,59.1100000,152979
20210205,000000,59.1700000,59.7800000,59.0800000,59.6200000,117936
20210207,000000,59.4300000,59.9100000,59.4300000,59.9100000,2225
20210208,000000,59.9100000,60.7200000,59.7700000,60.6600000,155064
20210209,000000,60.8000000,61.3400000,60.0500000,61.2900000,167657
20210210,000000,61.2100000,61.6900000,60.8700000,61.1000000,147101
20210211,000000,61.0100000,61.5000000,60.7200000,60.8600000,106883
20210212,000000,60.8200000,62.8300000,60.3500000,62.7100000,166393
20210213,000000,62.4300000,62.4300000,62.4300000,62.4300000,1
20210214,000000,62.8300000,63.4400000,62.8200000,63.0900000,4264
20210215,000000,63.0900000,63.7600000,63.0500000,63.3300000,115472
20210216,000000,63.4700000,63.7000000,62.6900000,63.5600000,168745
20210217,000000,63.1500000,64.9600000,62.7300000,64.8900000,204702
20210218,000000,65.0200000,65.5200000,63.2200000,63.5300000,193223
20210219,000000,63.3000000,63.9400000,62.0900000,62.8400000,161564
20210220,000000,62.9100000,62.9100000,62.9100000,62.9100000,1
20210221,000000,62.6800000,63.3600000,62.5500000,63.3200000,1185
20210222,000000,63.3100000,65.8500000,63.1800000,65.8000000,130217
20210223,000000,65.5100000,66.7900000,64.4700000,65.0900000,121591
20210224,000000,65.0600000,67.3100000,64.8000000,67.3100000,49030
20210225,000000,67.2000000,67.7000000,66.4800000,67.0800000,31444
20210226,000000,66.8900000,66.9000000,64.2500000,64.6300000,167246
20210227,000000,64.4200000,64.4200000,64.4200000,64.4200000,1
20210228,000000,64.8500000,65.4100000,64.6900000,65.3800000,2112
20210301,000000,65.3900000,65.9300000,63.1700000,63.3100000,186951
20210302,000000,63.1200000,64.1300000,62.3800000,62.6200000,210927
20210303,000000,62.3800000,64.7000000,62.3800000,63.9900000,209282
20210304,000000,64.1000000,67.7500000,63.3300000,67.2600000,319496
20210305,000000,67.1600000,69.6900000,66.6700000,69.6900000,219360
20210306,000000,69.3600000,69.3600000,69.3600000,69.3600000,1
20210307,000000,69.9700000,71.1600000,69.9400000,70.4200000,6531
20210308,000000,70.4400000,71.3800000,67.8000000,68.1200000,211363
20210309,000000,68.1300000,69.3300000,67.1200000,67.3000000,174218
20210310,000000,67.4600000,68.4200000,66.5000000,68.1800000,214312
20210311,000000,68.4500000,69.8400000,67.9900000,69.6200000,163237
20210312,000000,69.5900000,69.9000000,69.0300000,69.2300000,133248
20210314,000000,69.0800000,69.7200000,69.0700000,69.5000000,1612
20210315,000000,69.4900000,70.0300000,67.8200000,68.7900000,167130
20210316,000000,68.8100000,68.9400000,67.3600000,68.4700000,149275
20210317,000000,68.3900000,68.8900000,66.9600000,67.7400000,180678
20210318,000000,67.7700000,68.1500000,61.4500000,62.8700000,334604
20210319,000000,62.9900000,64.9500000,62.0700000,64.4600000,263030
20210321,000000,64.5300000,64.7600000,63.9200000,63.9700000,1354
20210322,000000,63.9900000,65.1200000,63.4500000,64.2900000,131287
20210323,000000,64.3000000,64.3000000,60.2700000,60.3800000,218034
20210324,000000,60.5000000,64.5700000,60.4700000,64.2200000,160551
20210325,000000,63.9900000,64.1900000,60.9800000,61.8400000,141197
20210326,000000,62.0100000,64.7500000,61.8500000,64.2200000,134804
20210328,000000,64.4300000,64.4800000,63.9400000,64.3700000,2205
20210329,000000,64.3700000,65.3400000,63.0100000,65.1900000,183264
20210330,000000,65.3900000,65.3900000,63.5000000,64.0200000,174893
20210331,000000,63.9500000,64.8300000,62.5300000,63.0700000,198324
20210401,000000,63.1200000,65.1700000,62.3800000,64.6500000,304764
20210404,000000,64.5700000,64.8100000,64.2700000,64.6500000,2553
20210405,000000,64.6500000,64.7600000,61.2500000,62.3000000,146030
20210406,000000,62.3200000,64.2800000,62.0800000,62.6500000,190633
20210407,000000,62.6000000,63.5500000,61.6000000,62.9000000,219071
20210408,000000,63.0200000,63.4300000,62.3800000,63.3700000,153244
20210409,000000,63.2800000,63.4900000,62.5700000,63.0500000,117831
20210411,000000,63.0600000,63.3200000,63.0200000,63.2700000,1434
20210412,000000,63.2800000,64.3100000,62.4100000,63.2000000,162648
20210413,000000,63.2400000,64.1900000,63.1800000,63.9600000,139573
20210414,000000,64.0100000,66.9000000,63.8800000,66.2800000,201361
20210415,000000,66.3800000,67.0300000,65.9500000,66.8400000,136336
20210416,000000,66.8600000,67.3800000,66.4400000,66.7200000,114344
20210418,000000,66.7000000,66.7700000,66.3800000,66.4000000,2192
20210419,000000,66.4000000,67.2300000,66.1700000,67.1600000,111035
20210420,000000,67.2000000,68.0800000,65.5100000,66.3100000,196607
20210421,000000,66.2200000,66.5200000,64.9600000,65.0800000,169683
20210422,000000,65.1300000,65.8300000,64.5800000,65.7500000,124541
20210423,000000,65.8000000,66.3000000,65.1600000,66.1200000,106086
20210425,000000,66.1000000,66.2000000,65.8400000,65.8700000,436
20210426,000000,65.8600000,66.2600000,63.9300000,65.1700000,126247
20210427,000000,65.3000000,66.2200000,65.0800000,66.0900000,126115
20210428,000000,66.0500000,67.3700000,65.5400000,66.5200000,190337
20210429,000000,66.6700000,68.4400000,66.6400000,68.0200000,181769
20210430,000000,67.9000000,67.9700000,66.2500000,66.4400000,187712
20210502,000000,66.7000000,66.9500000,66.6900000,66.9200000,556
20210503,000000,66.9300000,67.8200000,66.1000000,67.6600000,93494
20210504,000000,67.7500000,69.5000000,67.3700000,69.4900000,179461
20210505,000000,69.3500000,69.9500000,68.3500000,68.5500000,198774
20210506,000000,68.4700000,69.3700000,67.9300000,68.2800000,177697
20210507,000000,68.2600000,68.6500000,67.3900000,68.2700000,148711
20210509,000000,68.7400000,68.9900000,68.5700000,68.9000000,3550
20210510,000000,68.9200000,69.2000000,67.4100000,68.2200000,147198
20210511,000000,68.2900000,68.7500000,67.1300000,68.6500000,191496
20210512,000000,68.7800000,69.9000000,68.1800000,69.0000000,188210
20210513,000000,68.8800000,69.0400000,66.4800000,67.0500000,203145
20210514,000000,67.0000000,68.8900000,66.5000000,68.8300000,166670
20210516,000000,68.9200000,69.0400000,68.7400000,68.9100000,1762
20210517,000000,68.9000000,69.6200000,68.1800000,69.6000000,131444
20210518,000000,69.6100000,70.2400000,67.2800000,68.5900000,216751
20210519,000000,68.4100000,68.4600000,65.3000000,66.6900000,235152
20210520,000000,66.6300000,67.1700000,64.8000000,65.0500000,180066
20210521,000000,65.2200000,66.9400000,64.5700000,66.7300000,154474
20210523,000000,66.4400000,66.7200000,66.4400000,66.4600000,363
20210524,000000,66.4700000,68.6400000,66.4400000,68.4500000,118683
20210525,000000,68.4700000,68.9000000,67.8300000,68.6300000,93896
20210526,000000,68.5500000,69.1700000,67.8800000,68.6900000,113171
20210527,000000,68.6600000,69.2600000,67.9600000,69.2100000,139223
20210528,000000,69.4700000,69.7400000,68.5700000,69.0200000,183080
20210530,000000,68.9800000,69.1100000,68.8700000,68.9400000,290
20210531,000000,68.9300000,69.8200000,68.7500000,69.4600000,59625
20210601,000000,69.3900000,71.3400000,69.2900000,70.6300000,213854
20210602,000000,70.5500000,71.4800000,70.3500000,71.2000000,135464
20210603,000000,71.2700000,71.9900000,70.6600000,71.3900000,145411
20210604,000000,71.2500000,72.1700000,70.7300000,71.8200000,129108
20210606,000000,71.8200000,71.9600000,71.6800000,71.9500000,530
20210607,000000,71.9500000,72.2700000,71.1000000,71.5000000,121467
20210608,000000,71.4200000,72.4200000,70.7100000,72.0500000,164520
20210609,000000,72.1700000,72.8700000,71.8200000,72.0200000,137944
20210610,000000,72.0300000,72.9300000,70.9500000,72.4000000,191185
20210611,000000,72.4100000,73.0900000,71.8800000,72.6200000,144041
20210613,000000,72.7000000,72.8400000,72.5900000,72.7700000,808
20210614,000000,72.7600000,73.6400000,72.6200000,73.0700000,113422
20210615,000000,73.0300000,74.3300000,72.7900000,74.2700000,139179
20210616,000000,74.2600000,74.9600000,73.8600000,73.8700000,169164
20210617,000000,73.8000000,74.5000000,72.0100000,72.9900000,214819
20210618,000000,73.0000000,73.7600000,72.1800000,73.2200000,144117
